language,speedup,n_utts,wer_micro,cer_micro,wer_macro,cer_macro
en_us,1.0,645,0.0507510880247086,0.0209908955151982,0.0528676111388558,0.0215156464409963
en_us,1.2,645,0.0545416257195002,0.0221711065080206,0.0570107772130355,0.0230864194562344
en_us,1.4,645,0.0618419205390986,0.0260489426272941,0.0641446672653238,0.0269367040611865
en_us,1.5,645,0.0663344096588516,0.0286261380606002,0.068345786121902,0.029218048702368
en_us,1.6,645,0.0774252421732416,0.0347921383496314,0.0813873357279419,0.0362126007153734
en_us,2.0,645,0.2156394777481398,0.1260537598150199,0.2235102071711205,0.1294774201373884
es_419,1.0,903,0.0373241583554723,0.0137318614795691,0.039913965287385,0.0145547228502477
es_419,1.2,903,0.0382387526675667,0.0141621413098311,0.0404522961173326,0.0150003117655494
es_419,1.4,903,0.0464701014764165,0.0172037745927178,0.0492626268728098,0.0181584741955445
es_419,1.5,903,0.0522625321196811,0.0194812902460013,0.0557685839699424,0.0207038174140411
es_419,1.6,903,0.0620617568921214,0.0229532033591501,0.0670455670730683,0.0250240038374016
es_419,2.0,903,0.2478986106876878,0.1175925101635063,0.3022508280566822,0.1394388579532122
sv_se,1.0,751,0.1102728191310205,0.0320859026153519,0.1150882262334764,0.0325083105413403
sv_se,1.2,751,0.1261030650050522,0.0376674463108654,0.1326532416809962,0.0384366898162259
sv_se,1.4,751,0.1515661839003031,0.0493621092919413,0.1593556354334801,0.0508961558536313
sv_se,1.5,751,0.1781071067699562,0.05967467573889,0.1894953339715066,0.0619166560913173
sv_se,1.6,751,0.2171775008420343,0.0778651924303635,0.2318550282393399,0.081290351497121
sv_se,2.0,751,0.5160660154934321,0.2548054433340421,0.5503560812066969,0.2657358617742856
