language,speedup,n_utts,wer_micro,cer_micro,wer_macro,cer_macro
en_us,1.0,645,0.05075108802470869,0.020990895515198227,0.05286761113885588,0.021515646440996364
en_us,1.5,645,0.06633440965885161,0.02862613806060022,0.06834578612190201,0.02921804870236805
en_us,2.0,645,0.21563947774813982,0.12605375981501998,0.22351020717112052,0.12947742013738847
en_us,2.5,645,1.182507370489962,0.8667204585962714,1.1969056195209533,0.8703205901834444
en_us,3.0,645,1.985399410360803,1.548978756202129,1.861928399354655,1.4403802306452842
es_419,1.0,903,0.03732415835547232,0.013731861479569127,0.039913965287385014,0.014554722850247772
es_419,1.5,903,0.052262532119681196,0.019481290246001363,0.05576858396994243,0.020703817414041124
es_419,2.0,903,0.24789861068768781,0.11759251016350633,0.30225082805668224,0.13943885795321223
es_419,2.5,903,1.2953268585862985,0.8903454108430517,1.341819346852331,0.9223820190289523
es_419,3.0,903,2.0925482339619355,1.4982195317368467,2.090369830154972,1.486585809463478
sv_se,1.0,751,0.11027281913102055,0.0320859026153519,0.11508822623347643,0.03250831054134031
sv_se,1.5,751,0.17810710676995622,0.05967467573889007,0.1894953339715066,0.06191665609131737
sv_se,2.0,751,0.5160660154934321,0.2548054433340421,0.5503560812066969,0.2657358617742856
sv_se,2.5,751,1.8387335803300775,1.2246119498192642,1.912860150329561,1.2431420812380511
sv_se,3.0,751,2.617581677332435,1.798065064852222,2.56541227661773,1.7208302106996323
