language,speedup,n_utts,wer_micro,cer_micro,wer_macro,cer_macro
en_us,1.0,645,0.0664046048013477,0.0273857122212052,0.0682891791950691,0.0277670402431664
en_us,1.2,645,0.0704759230661238,0.0286020521219711,0.0736077996814123,0.0293960200318327
en_us,1.4,645,0.0792503158781412,0.0346114938099137,0.0811770416192957,0.034954692340424
en_us,1.5,645,0.0949038326547802,0.0427284551278963,0.0975767263925844,0.0440194063817308
en_us,1.6,645,0.1123824231363189,0.0527120766896285,0.1174109019722601,0.0546896283130505
en_us,2.0,645,0.3944967008283027,0.2464954959294763,0.3909539119042314,0.2383653032050702
en_us,2.5,645,1.6398287238523095,1.2189773110458115,1.6676516376170505,1.225773477825302
en_us,3.0,645,2.3112452618278816,1.7432800231225012,2.2955057363977316,1.730972290321472
es_419,1.0,903,0.0533513348721745,0.0170405650019288,0.0561961144213078,0.0181605924132206
es_419,1.2,903,0.0584033796437437,0.018872963589424,0.0614381811793692,0.0200604373601742
es_419,1.4,903,0.0696398240494751,0.0230496453900709,0.0720596733300251,0.0240841684187771
es_419,1.5,903,0.0808327163451069,0.0276046766966378,0.0843632208333191,0.0291601434787145
es_419,1.6,903,0.1006053743303863,0.0366776462209561,0.1040486689028227,0.0385261815568208
es_419,2.0,903,0.3571708549279213,0.1802575744087361,0.3993333520714578,0.2127670377178629
es_419,2.5,903,1.9945559862375333,1.4289964093890026,2.246245820064235,1.5642003449554802
es_419,3.0,903,3.2446757545403075,2.4779296121546635,3.369374401100251,2.605698692967819
sv_se,1.0,751,0.2058605591108117,0.0609398256432064,0.2162249300928131,0.0626975833933684
sv_se,1.2,751,0.2236443246884472,0.0682649372740803,0.2358874340153449,0.0706730389253908
sv_se,1.4,751,0.2712697878073425,0.0902934297257069,0.2852757312944935,0.0931387666284393
sv_se,1.5,751,0.3081845739306164,0.1061769083563682,0.3249699206540409,0.1098517879489152
sv_se,1.6,751,0.367531155271135,0.141707420795237,0.3875809953804258,0.1471399094415956
sv_se,2.0,751,0.7390367126978781,0.3843185200935573,0.7938443913633464,0.4009938255645937
sv_se,2.5,751,2.067564836645335,1.4664788432915161,2.196436379613146,1.5157038980053807
sv_se,3.0,751,3.472414954530145,2.3769189878800767,3.4512369582914024,2.342957311862755
